gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes,Cluster
6,6,13,15,13,Cluster 3
8,14,12,15,14,Cluster 0
9,12,6,10,8,Cluster 0
12,8,8,7,8,Cluster 3
7,12,10,5,12,Cluster 0
65,66,65,66,67,Cluster 1
8,7,11,14,6,Cluster 3
5,14,15,13,6,Cluster 0
71,73,67,72,72,Cluster 1
16,12,8,13,13,Cluster 0
11,8,8,13,10,Cluster 3
16,16,15,10,11,Cluster 0
9,9,15,11,6,Cluster 3
11,6,6,14,10,Cluster 3
12,9,11,9,11,Cluster 3
13,15,7,6,7,Cluster 0
10,8,14,7,12,Cluster 3
7,6,11,11,10,Cluster 3
7,14,6,12,5,Cluster 0
63,64,59,61,64,Cluster 2
8,10,9,9,11,Cluster 3
11,13,15,19,12,Cluster 0
8,14,13,8,7,Cluster 0
12,11,14,15,13,Cluster 0
11,12,12,12,13,Cluster 0
6,5,10,13,8,Cluster 3
13,5,14,14,13,Cluster 3
12,16,8,9,15,Cluster 0
13,9,10,11,14,Cluster 3
10,5,14,9,8,Cluster 3
10,15,16,14,14,Cluster 0
12,7,10,15,12,Cluster 3
14,10,8,5,6,Cluster 3
15,12,14,11,15,Cluster 0
10,14,6,13,13,Cluster 0
10,8,11,12,14,Cluster 3
14,12,12,12,12,Cluster 0
9,8,12,13,10,Cluster 3
13,12,11,9,7,Cluster 0
6,5,10,13,9,Cluster 3
13,12,14,6,8,Cluster 0
52,53,54,50,55,Cluster 2
8,8,13,11,8,Cluster 3
15,14,10,15,13,Cluster 0
8,9,7,15,9,Cluster 3
11,10,11,6,9,Cluster 3
9,15,10,11,13,Cluster 0
14,12,16,8,10,Cluster 0
9,13,7,15,14,Cluster 0
10,14,13,8,7,Cluster 0
8,15,14,15,15,Cluster 0
6,10,6,10,8,Cluster 3
8,10,15,7,10,Cluster 3
7,7,12,6,5,Cluster 3
8,8,6,11,15,Cluster 3
13,14,14,8,8,Cluster 0
8,11,9,12,10,Cluster 0
9,8,15,12,13,Cluster 3
8,14,13,9,13,Cluster 0
14,13,6,10,11,Cluster 0
7,5,12,5,12,Cluster 3
6,12,9,7,6,Cluster 0
10,12,11,11,8,Cluster 0
7,15,6,6,11,Cluster 0
5,8,11,12,6,Cluster 3
10,10,9,8,9,Cluster 3
6,12,7,11,5,Cluster 0
10,12,7,12,8,Cluster 0
9,12,8,12,12,Cluster 0
10,12,14,12,15,Cluster 0
8,5,9,14,6,Cluster 3
10,12,8,8,11,Cluster 0
6,13,12,12,13,Cluster 0
15,10,9,14,6,Cluster 3
6,8,7,9,8,Cluster 3
12,6,13,12,13,Cluster 3
10,11,6,7,11,Cluster 0
7,12,6,7,15,Cluster 0
13,8,14,16,12,Cluster 3
15,12,11,11,9,Cluster 0
14,13,14,6,9,Cluster 0
63,64,61,62,65,Cluster 2
9,7,9,8,14,Cluster 3
7,6,10,14,14,Cluster 3
7,11,11,7,9,Cluster 0
15,7,13,10,7,Cluster 3
12,7,10,7,14,Cluster 3
13,13,15,11,11,Cluster 0
11,15,10,12,14,Cluster 0
12,6,10,6,8,Cluster 3
8,13,13,14,6,Cluster 0
7,14,15,6,6,Cluster 0
10,6,12,6,12,Cluster 3
15,15,12,12,14,Cluster 0
14,13,8,12,14,Cluster 0
55,61,60,58,53,Cluster 2
5,12,5,13,8,Cluster 0
12,6,14,12,11,Cluster 3
13,16,13,14,11,Cluster 0
55,60,61,62,61,Cluster 2
12,11,10,13,11,Cluster 0
14,13,9,7,6,Cluster 0
11,6,10,11,13,Cluster 3
8,10,15,9,5,Cluster 3
8,6,11,15,8,Cluster 3
15,6,15,9,6,Cluster 3
12,12,8,13,11,Cluster 0
11,14,10,9,10,Cluster 0
13,6,15,11,9,Cluster 3
11,10,13,8,14,Cluster 0
15,11,12,14,14,Cluster 0
16,8,12,11,15,Cluster 3
12,6,14,5,14,Cluster 3
14,10,15,7,15,Cluster 0
13,6,10,14,10,Cluster 3
12,7,6,7,11,Cluster 3
8,13,15,13,12,Cluster 0
11,10,15,14,7,Cluster 0
14,15,8,13,15,Cluster 0
51,58,54,57,53,Cluster 2
12,6,7,13,7,Cluster 3
7,6,9,8,7,Cluster 3
15,11,7,14,14,Cluster 0
6,6,14,14,11,Cluster 3
15,7,8,12,10,Cluster 3
16,13,16,6,16,Cluster 0
7,9,8,13,11,Cluster 3
14,14,13,14,11,Cluster 0
15,8,10,14,5,Cluster 3
7,11,11,14,9,Cluster 0
10,14,6,7,14,Cluster 0
11,10,12,6,12,Cluster 3
11,10,8,14,11,Cluster 3
14,14,14,9,7,Cluster 0
14,11,6,9,9,Cluster 0
9,13,9,10,13,Cluster 0
13,8,10,14,15,Cluster 3
8,13,10,9,10,Cluster 0
15,15,6,6,5,Cluster 0
9,11,10,8,12,Cluster 0
13,6,10,9,14,Cluster 3
62,60,61,68,59,Cluster 2
9,13,10,8,12,Cluster 0
9,15,13,14,7,Cluster 0
10,7,12,7,5,Cluster 3
14,8,14,11,9,Cluster 3
15,9,12,8,9,Cluster 3
12,7,7,9,7,Cluster 3
9,10,15,6,13,Cluster 3
5,11,14,13,14,Cluster 0
11,6,9,8,12,Cluster 3
14,5,8,14,13,Cluster 3
10,14,9,15,12,Cluster 0
65,66,67,68,67,Cluster 1
5,13,7,9,5,Cluster 0
12,7,9,13,13,Cluster 3
52,54,55,55,55,Cluster 2
13,7,7,9,14,Cluster 3
15,7,14,6,8,Cluster 3
6,8,8,12,6,Cluster 3
7,7,5,5,11,Cluster 3
9,10,9,11,6,Cluster 3
15,7,10,10,10,Cluster 3
10,7,12,12,11,Cluster 3
6,14,11,6,8,Cluster 0
14,10,6,7,7,Cluster 3
8,9,16,8,10,Cluster 3
14,11,11,14,6,Cluster 0
16,10,8,9,9,Cluster 3
10,14,13,8,13,Cluster 0
6,7,10,12,7,Cluster 3
13,8,13,12,11,Cluster 3
6,13,10,12,8,Cluster 0
14,12,16,6,6,Cluster 0
8,12,9,9,8,Cluster 0
14,14,8,14,9,Cluster 0
15,6,10,14,14,Cluster 3
8,13,13,8,12,Cluster 0
8,16,8,6,15,Cluster 0
5,8,7,9,11,Cluster 3
11,6,11,16,12,Cluster 3
6,7,8,13,7,Cluster 3
6,8,10,10,11,Cluster 3
6,10,5,9,13,Cluster 3
9,7,12,7,13,Cluster 3
9,11,7,12,8,Cluster 0
9,9,8,7,8,Cluster 3
14,14,8,11,10,Cluster 0
10,11,8,10,9,Cluster 0
6,6,12,9,13,Cluster 3
12,12,9,11,7,Cluster 0
9,16,6,13,7,Cluster 0
11,6,11,6,7,Cluster 3
8,14,11,15,16,Cluster 0
6,10,11,11,11,Cluster 3
14,7,6,8,16,Cluster 3
69,71,68,67,71,Cluster 1
15,11,16,12,16,Cluster 0
8,6,8,11,8,Cluster 3
66,66,63,54,66,Cluster 2
8,12,16,9,9,Cluster 0
10,7,12,10,6,Cluster 3
6,15,5,12,15,Cluster 0
15,10,9,10,5,Cluster 3
9,11,12,10,11,Cluster 0
9,10,7,14,10,Cluster 3
8,5,11,7,13,Cluster 3
6,12,14,16,10,Cluster 0
16,7,15,15,8,Cluster 3
14,7,9,9,13,Cluster 3
13,6,12,14,6,Cluster 3
9,6,13,7,10,Cluster 3
9,16,14,10,11,Cluster 0
15,8,15,7,15,Cluster 3
75,75,73,70,78,Cluster 1
69,74,62,67,73,Cluster 1
8,11,9,8,10,Cluster 0
10,11,10,9,15,Cluster 0
8,11,11,9,12,Cluster 0
11,9,7,5,8,Cluster 3
6,11,9,13,14,Cluster 0
7,7,10,14,7,Cluster 3
67,68,62,54,73,Cluster 1
16,14,15,14,10,Cluster 0
10,9,15,10,10,Cluster 3
8,12,6,11,8,Cluster 0
13,6,15,11,12,Cluster 3
9,10,6,10,8,Cluster 3
12,15,13,13,6,Cluster 0
9,10,7,10,8,Cluster 3
13,8,13,10,13,Cluster 3
55,57,57,54,54,Cluster 2
7,11,13,6,13,Cluster 0
9,14,8,10,7,Cluster 0
7,12,10,8,15,Cluster 0
6,11,9,15,11,Cluster 0
11,8,5,5,8,Cluster 3
70,69,67,65,73,Cluster 1
15,6,15,14,6,Cluster 3
14,14,13,13,7,Cluster 0
10,7,9,13,10,Cluster 3
8,11,15,7,13,Cluster 0
65,66,60,67,65,Cluster 1
9,6,8,11,15,Cluster 3
15,16,18,10,13,Cluster 0
9,13,9,12,13,Cluster 0
8,6,9,9,13,Cluster 3
10,13,9,14,12,Cluster 0
54,62,53,46,60,Cluster 2
9,8,15,10,12,Cluster 3
8,13,16,8,16,Cluster 0
13,11,10,9,11,Cluster 0
14,11,10,14,10,Cluster 0
5,11,14,12,8,Cluster 0
7,13,9,11,6,Cluster 0
13,6,12,6,14,Cluster 3
11,15,8,18,7,Cluster 0
80,81,77,60,83,Cluster 1
6,14,13,14,15,Cluster 0
11,7,10,6,10,Cluster 3
10,15,12,7,16,Cluster 0
9,15,11,7,5,Cluster 0
7,16,10,15,15,Cluster 0
8,10,15,11,13,Cluster 0
11,8,11,9,13,Cluster 3
11,10,12,15,9,Cluster 0
13,15,8,12,15,Cluster 0
67,62,67,63,66,Cluster 1
12,14,6,12,10,Cluster 0
10,9,5,9,13,Cluster 3
7,5,6,13,14,Cluster 3
6,6,8,10,13,Cluster 3
12,12,13,9,6,Cluster 0
8,12,6,15,8,Cluster 0
9,9,6,12,11,Cluster 3
10,6,11,10,9,Cluster 3
59,61,60,59,59,Cluster 2
10,11,8,16,8,Cluster 0
14,12,8,8,14,Cluster 0
6,10,9,8,10,Cluster 3
6,9,10,7,9,Cluster 3
5,14,8,7,11,Cluster 0
9,7,7,12,9,Cluster 3
6,12,15,13,6,Cluster 0
53,54,50,50,55,Cluster 2
7,11,9,13,11,Cluster 0
10,13,10,6,9,Cluster 0
12,7,11,8,9,Cluster 3
6,11,6,12,7,Cluster 0
6,7,15,5,11,Cluster 3
11,12,6,7,12,Cluster 0
6,9,10,6,7,Cluster 3
52,58,52,54,59,Cluster 2
10,14,15,11,12,Cluster 0
59,60,59,58,63,Cluster 2
14,9,11,6,11,Cluster 3
12,10,7,16,8,Cluster 3
11,13,13,8,5,Cluster 0
6,6,7,13,9,Cluster 3
13,13,12,7,7,Cluster 0
9,15,14,11,10,Cluster 0
71,72,68,67,74,Cluster 1
10,8,7,14,12,Cluster 3
6,9,8,9,10,Cluster 3
15,10,9,5,10,Cluster 3
9,9,13,14,11,Cluster 3
11,13,5,7,6,Cluster 0
6,14,8,9,10,Cluster 0
12,8,7,7,7,Cluster 3
7,5,5,13,9,Cluster 3
8,7,14,15,7,Cluster 3
9,11,8,13,15,Cluster 0
7,12,9,8,12,Cluster 0
11,11,14,5,11,Cluster 0
12,10,12,9,10,Cluster 3
8,7,10,15,13,Cluster 3
7,7,12,11,6,Cluster 3
62,62,60,56,63,Cluster 2
13,13,8,8,7,Cluster 0
12,10,13,14,7,Cluster 0
7,9,14,10,8,Cluster 3
12,14,7,7,10,Cluster 0
62,60,61,60,64,Cluster 2
12,5,6,5,9,Cluster 3
10,15,8,6,8,Cluster 0
6,8,14,13,10,Cluster 3
60,63,64,57,64,Cluster 2
13,15,6,9,15,Cluster 0
7,9,8,5,15,Cluster 3
5,8,7,9,6,Cluster 3
68,70,63,64,69,Cluster 1
13,12,15,14,11,Cluster 0
10,9,12,8,9,Cluster 3
11,14,12,14,16,Cluster 0
11,10,11,12,14,Cluster 0
8,11,12,13,11,Cluster 0
13,9,11,9,11,Cluster 3
5,6,10,6,5,Cluster 3
11,10,13,9,8,Cluster 3
9,8,9,15,6,Cluster 3
70,73,67,65,72,Cluster 1
10,5,11,7,11,Cluster 3
10,7,11,8,10,Cluster 3
14,5,5,9,10,Cluster 3
12,10,13,13,7,Cluster 0
7,12,12,12,6,Cluster 0
61,60,57,57,64,Cluster 2
14,12,9,13,6,Cluster 0
14,11,13,15,15,Cluster 0
12,13,6,10,16,Cluster 0
10,15,11,11,9,Cluster 0
11,9,12,10,14,Cluster 3
10,12,6,6,7,Cluster 0
14,8,5,11,11,Cluster 3
11,13,13,14,13,Cluster 0
8,10,9,8,12,Cluster 3
50,56,57,59,51,Cluster 2
6,12,15,9,13,Cluster 0
13,13,6,7,10,Cluster 0
11,14,6,13,16,Cluster 0
9,12,7,6,6,Cluster 0
9,12,11,9,14,Cluster 0
15,14,6,15,14,Cluster 0
5,13,12,12,14,Cluster 0
13,8,14,8,10,Cluster 3
11,12,14,9,10,Cluster 0
14,10,12,6,11,Cluster 3
11,11,6,7,14,Cluster 0
11,11,14,7,10,Cluster 0
9,9,15,8,11,Cluster 3
13,14,12,5,6,Cluster 0
73,76,73,72,77,Cluster 1
11,6,13,13,10,Cluster 3
11,5,10,11,11,Cluster 3
63,67,60,64,67,Cluster 1
5,12,11,7,9,Cluster 0
14,12,8,12,11,Cluster 0
9,6,7,10,7,Cluster 3
11,13,10,14,10,Cluster 0
14,10,14,6,12,Cluster 0
16,7,12,16,14,Cluster 3
11,11,6,8,10,Cluster 0
72,73,72,74,75,Cluster 1
14,9,7,11,11,Cluster 3
13,6,14,14,12,Cluster 3
16,11,8,13,7,Cluster 0
18,14,11,10,17,Cluster 0
13,14,8,7,10,Cluster 0
10,8,10,6,7,Cluster 3
11,13,12,9,10,Cluster 0
9,9,12,6,13,Cluster 3
8,9,11,16,12,Cluster 3
15,6,6,6,15,Cluster 3
13,8,12,5,10,Cluster 3
15,11,14,13,14,Cluster 0
61,68,62,57,64,Cluster 2
12,10,12,11,14,Cluster 0
13,9,8,6,7,Cluster 3
15,11,7,5,11,Cluster 0
13,6,11,9,9,Cluster 3
14,7,8,14,13,Cluster 3
7,14,6,14,10,Cluster 0
40,71,46,71,47,Cluster 2
5,13,14,10,9,Cluster 0
10,5,8,10,12,Cluster 3
8,13,7,10,8,Cluster 0
14,9,8,14,9,Cluster 3
7,10,16,12,16,Cluster 0
8,6,14,15,7,Cluster 3
6,7,11,15,7,Cluster 3
67,61,63,62,60,Cluster 2
9,11,8,14,14,Cluster 0
12,7,11,6,12,Cluster 3
14,8,15,11,12,Cluster 3
7,14,11,14,13,Cluster 0
7,7,15,7,7,Cluster 3
14,11,6,14,5,Cluster 0
5,9,8,5,11,Cluster 3
16,17,12,12,11,Cluster 0
11,13,9,10,5,Cluster 0
75,76,74,71,77,Cluster 1
10,5,10,11,6,Cluster 3
4,4,4,4,4,Cluster 3
12,11,5,10,5,Cluster 0
8,7,10,14,12,Cluster 3
8,10,14,6,13,Cluster 3
15,16,15,13,10,Cluster 0
11,15,14,5,10,Cluster 0
9,12,6,14,13,Cluster 0
10,13,6,7,6,Cluster 0
15,10,15,13,5,Cluster 0
8,9,14,13,7,Cluster 3
10,6,10,12,10,Cluster 3
9,8,7,6,10,Cluster 3
57,56,56,55,57,Cluster 2
11,5,15,12,9,Cluster 3
8,11,16,13,14,Cluster 0
14,9,10,14,11,Cluster 3
12,14,15,8,13,Cluster 0
8,12,11,6,11,Cluster 0
11,13,11,13,6,Cluster 0
65,67,67,62,67,Cluster 1
6,12,10,7,8,Cluster 0
8,14,8,12,9,Cluster 0
14,15,18,11,11,Cluster 0
15,6,7,8,9,Cluster 3
6,5,15,13,10,Cluster 3
11,7,13,12,10,Cluster 3
10,9,15,14,16,Cluster 3
9,6,9,6,11,Cluster 3
12,8,13,6,6,Cluster 3
13,14,7,15,10,Cluster 0
6,10,13,7,11,Cluster 3
6,10,14,11,15,Cluster 0
10,6,12,11,9,Cluster 3
8,8,14,13,7,Cluster 3
10,10,8,14,9,Cluster 3
68,71,67,63,73,Cluster 1
12,10,6,10,13,Cluster 3
8,15,15,18,7,Cluster 0
11,8,10,14,13,Cluster 3
10,13,8,11,8,Cluster 0
10,12,7,6,6,Cluster 0
10,7,15,8,8,Cluster 3
10,7,13,6,15,Cluster 3
7,14,5,6,12,Cluster 0
13,9,11,6,13,Cluster 3
8,9,14,13,10,Cluster 3
11,11,12,8,6,Cluster 0
13,11,7,14,12,Cluster 0
10,15,7,14,15,Cluster 0
13,10,13,12,10,Cluster 0
5,10,8,13,8,Cluster 3
9,11,13,8,8,Cluster 0
15,11,8,10,13,Cluster 0
10,6,11,12,12,Cluster 3
9,11,7,13,9,Cluster 0
6,12,13,7,7,Cluster 0
13,9,15,8,7,Cluster 3
5,6,12,8,9,Cluster 3
5,7,8,6,5,Cluster 3
56,55,55,64,57,Cluster 2
10,7,8,13,13,Cluster 3
6,15,15,12,10,Cluster 0
71,72,69,68,75,Cluster 1
6,13,14,9,12,Cluster 0
70,73,66,71,73,Cluster 1
15,7,9,12,14,Cluster 3
7,14,7,14,15,Cluster 0
11,10,13,5,12,Cluster 3
7,10,9,13,8,Cluster 3
11,8,7,11,11,Cluster 3
13,8,12,9,12,Cluster 3
15,16,9,15,10,Cluster 0
70,72,70,71,75,Cluster 1
12,12,11,13,10,Cluster 0
15,7,13,14,13,Cluster 3
9,7,10,7,14,Cluster 3
10,7,10,10,5,Cluster 3
8,11,8,8,11,Cluster 0
16,13,7,14,11,Cluster 0
81,79,78,79,83,Cluster 1
12,13,7,12,12,Cluster 0
8,15,11,15,14,Cluster 0
7,13,15,15,11,Cluster 0
12,13,14,6,11,Cluster 0
13,12,10,10,14,Cluster 0
7,15,10,10,9,Cluster 0
9,14,12,6,14,Cluster 0
13,12,9,10,9,Cluster 0
16,13,13,10,6,Cluster 0
13,12,11,13,6,Cluster 0
11,14,7,11,12,Cluster 0
13,6,6,6,16,Cluster 3
11,12,9,12,13,Cluster 0
7,6,14,12,9,Cluster 3
11,14,7,9,11,Cluster 0
7,9,14,11,9,Cluster 3
7,13,12,9,11,Cluster 0
11,14,13,6,12,Cluster 0
10,11,9,8,13,Cluster 0
8,13,9,7,8,Cluster 0
10,5,5,13,11,Cluster 3
14,8,13,6,14,Cluster 3
7,11,6,15,14,Cluster 0
5,13,7,14,7,Cluster 0
16,11,9,15,9,Cluster 0
15,7,11,13,8,Cluster 3
7,10,12,13,6,Cluster 3
15,6,7,8,12,Cluster 3
67,67,65,66,71,Cluster 1
13,8,8,6,6,Cluster 3
5,8,9,7,12,Cluster 3
15,15,13,6,13,Cluster 0
13,15,7,14,13,Cluster 0
9,6,13,9,7,Cluster 3
12,15,7,14,9,Cluster 0
10,13,12,12,9,Cluster 0
51,53,56,52,52,Cluster 2
10,11,9,11,15,Cluster 0
14,10,8,9,13,Cluster 3
6,14,11,14,7,Cluster 0
15,8,6,6,6,Cluster 3
15,14,8,8,7,Cluster 0
90,79,79,65,84,Cluster 1
15,11,7,12,12,Cluster 0
14,13,6,12,10,Cluster 0
8,11,12,12,10,Cluster 0
16,7,11,10,7,Cluster 3
14,12,15,12,16,Cluster 0
64,66,68,63,72,Cluster 1
8,13,9,14,13,Cluster 0
14,15,8,11,14,Cluster 0
57,62,59,63,62,Cluster 2
12,8,10,8,7,Cluster 3
8,8,16,12,14,Cluster 3
9,12,12,14,14,Cluster 0
7,15,6,7,7,Cluster 0
15,6,13,6,12,Cluster 3
5,12,9,9,13,Cluster 0
8,10,15,12,13,Cluster 0
8,9,9,11,5,Cluster 3
6,11,14,9,7,Cluster 0
7,7,8,14,11,Cluster 3
56,69,62,64,59,Cluster 2
55,48,54,60,51,Cluster 2
11,14,11,6,8,Cluster 0
8,8,5,12,6,Cluster 3
6,14,5,11,6,Cluster 0
7,14,8,5,9,Cluster 0
10,10,12,12,13,Cluster 0
8,11,15,7,12,Cluster 0
15,12,8,10,11,Cluster 0
12,8,14,7,13,Cluster 3
8,7,11,7,16,Cluster 3
9,12,9,12,15,Cluster 0
12,11,9,14,6,Cluster 0
10,6,13,9,9,Cluster 3
13,11,14,12,15,Cluster 0
11,11,14,12,15,Cluster 0
6,12,11,10,9,Cluster 0
7,8,15,12,8,Cluster 3
9,12,12,9,13,Cluster 0
12,6,11,9,13,Cluster 3
13,11,7,9,15,Cluster 0
12,5,9,12,11,Cluster 3
9,11,14,11,7,Cluster 0
70,69,67,68,71,Cluster 1
13,12,9,7,10,Cluster 0
68,67,63,69,69,Cluster 1
10,6,11,6,7,Cluster 3
11,15,16,11,7,Cluster 0
62,58,59,56,62,Cluster 2
11,6,13,8,9,Cluster 3
15,9,9,9,14,Cluster 3
13,12,13,11,13,Cluster 0
13,12,9,8,13,Cluster 0
66,67,64,61,70,Cluster 1
68,68,66,67,68,Cluster 1
12,14,13,12,14,Cluster 0
7,7,14,12,6,Cluster 3
14,8,13,15,7,Cluster 3
71,72,69,68,71,Cluster 1
9,10,11,7,14,Cluster 3
70,70,67,71,68,Cluster 1
10,9,13,15,13,Cluster 3
13,11,16,9,6,Cluster 0
10,12,9,11,11,Cluster 0
9,11,7,7,9,Cluster 0
8,12,14,11,8,Cluster 0
15,13,10,16,13,Cluster 0
65,67,66,60,72,Cluster 1
14,5,13,14,10,Cluster 3
8,6,10,16,13,Cluster 3
9,9,13,9,16,Cluster 3
10,11,13,6,12,Cluster 0
13,13,9,14,11,Cluster 0
13,10,6,14,12,Cluster 3
10,8,13,6,11,Cluster 3
15,11,9,7,8,Cluster 0
13,11,9,10,10,Cluster 0
12,10,15,9,10,Cluster 0
11,7,14,13,6,Cluster 3
8,12,7,8,10,Cluster 0
68,69,65,62,66,Cluster 1
14,9,7,15,9,Cluster 3
13,14,14,8,5,Cluster 0
15,7,13,6,12,Cluster 3
13,14,13,12,5,Cluster 0
6,7,5,7,10,Cluster 3
8,12,14,6,15,Cluster 0
5,9,10,5,13,Cluster 3
15,14,10,15,11,Cluster 0
9,6,12,9,11,Cluster 3
9,15,11,10,7,Cluster 0
11,8,15,13,16,Cluster 3
7,9,9,10,9,Cluster 3
15,14,14,8,11,Cluster 0
64,66,65,61,67,Cluster 1
11,11,10,18,14,Cluster 0
15,15,8,13,9,Cluster 0
15,12,8,7,6,Cluster 0
65,61,65,62,58,Cluster 2
12,15,11,12,6,Cluster 0
7,7,15,14,8,Cluster 3
13,12,16,11,11,Cluster 0
10,7,7,7,14,Cluster 3
15,5,9,6,7,Cluster 3
15,12,6,7,7,Cluster 0
5,8,10,10,15,Cluster 3
4,8,10,8,8,Cluster 3
14,7,7,13,10,Cluster 3
8,11,10,9,7,Cluster 0
7,15,12,6,13,Cluster 0
8,6,5,11,10,Cluster 3
9,15,16,12,15,Cluster 0
8,16,7,9,15,Cluster 0
6,8,8,14,10,Cluster 3
8,10,5,12,14,Cluster 3
13,8,11,10,10,Cluster 3
7,13,5,11,13,Cluster 0
6,12,11,15,10,Cluster 0
13,11,9,15,8,Cluster 0
11,11,6,11,11,Cluster 0
14,10,10,7,9,Cluster 3
8,10,6,6,9,Cluster 3
7,13,8,8,13,Cluster 0
11,12,11,12,8,Cluster 0
12,8,7,11,8,Cluster 3
9,14,9,7,9,Cluster 0
12,13,13,10,15,Cluster 0
10,9,14,6,10,Cluster 3
15,6,16,16,15,Cluster 3
14,14,8,12,13,Cluster 0
8,6,10,6,11,Cluster 3
12,12,8,16,12,Cluster 0
9,14,14,7,16,Cluster 0
10,10,14,11,12,Cluster 0
66,69,63,59,71,Cluster 1
8,13,11,10,7,Cluster 0
13,9,11,7,15,Cluster 3
10,14,12,15,7,Cluster 0
9,9,15,14,9,Cluster 3
11,12,8,9,13,Cluster 0
12,10,15,13,9,Cluster 0
15,10,11,12,9,Cluster 0
9,13,6,13,14,Cluster 0
9,13,8,9,8,Cluster 0
12,13,15,12,11,Cluster 0
7,13,11,7,7,Cluster 0
63,60,61,60,60,Cluster 2
12,11,10,9,13,Cluster 0
5,14,7,7,8,Cluster 0
10,9,10,7,13,Cluster 3
9,10,12,10,15,Cluster 0
15,15,14,10,9,Cluster 0
66,67,67,61,64,Cluster 1
9,10,8,6,11,Cluster 3
13,10,10,8,7,Cluster 3
10,12,14,5,7,Cluster 0
16,9,8,14,14,Cluster 3
8,8,11,12,9,Cluster 3
9,6,10,10,9,Cluster 3
10,14,10,6,13,Cluster 0
6,7,9,7,14,Cluster 3
11,12,8,6,7,Cluster 0
13,12,11,16,8,Cluster 0
15,14,8,11,14,Cluster 0
7,15,15,14,9,Cluster 0
13,10,6,10,11,Cluster 3
14,8,11,7,11,Cluster 3
10,11,14,9,8,Cluster 0
8,6,6,7,6,Cluster 3
67,66,63,63,65,Cluster 1
15,10,15,16,15,Cluster 0
14,10,13,10,7,Cluster 3
12,8,8,10,8,Cluster 3
7,8,15,9,13,Cluster 3
12,10,13,10,12,Cluster 0
15,11,7,13,8,Cluster 0
8,15,11,14,11,Cluster 0
6,10,6,7,6,Cluster 3
6,12,8,8,11,Cluster 0
57,60,54,50,64,Cluster 2
10,16,11,11,14,Cluster 0
10,7,8,12,5,Cluster 3
11,10,12,7,10,Cluster 3
9,10,15,12,12,Cluster 0
12,11,8,14,9,Cluster 0
14,8,5,12,14,Cluster 3
6,10,15,13,15,Cluster 0
9,6,10,15,11,Cluster 3
15,13,14,12,9,Cluster 0
12,14,7,7,8,Cluster 0
11,9,6,8,10,Cluster 3
10,7,7,14,8,Cluster 3
9,10,15,9,9,Cluster 3
10,15,13,10,12,Cluster 0
15,8,9,11,10,Cluster 3
11,15,13,6,11,Cluster 0
9,14,14,13,8,Cluster 0
13,12,7,5,7,Cluster 0
60,63,59,62,64,Cluster 2
6,12,6,8,12,Cluster 0
9,6,14,8,9,Cluster 3
9,9,15,14,10,Cluster 3
11,9,12,15,9,Cluster 3
9,14,11,9,7,Cluster 0
14,12,10,5,14,Cluster 0
13,6,8,11,10,Cluster 3
14,10,10,7,8,Cluster 3
12,5,10,12,10,Cluster 3
11,13,5,7,6,Cluster 0
5,13,11,5,7,Cluster 0
11,14,14,9,14,Cluster 0
7,10,10,15,14,Cluster 0
15,9,9,15,11,Cluster 3
14,7,11,15,11,Cluster 3
9,13,15,10,12,Cluster 0
